"R0000100","R0069300","R0069400","R0069600","R0070400","R0070500","R0074300","R0357900","R0358300","R0504200","R0515100","R0536300","R0536401","R0536402","R1205300","R1205400","R1211000","R1217500","R1482600","R9788600","R9788700","R9788800","R9788900","R9793100","R9864300","R9871900"
3804,3,2,2,1,1,4,0,0,-4,-4,2,5,1982,4,2,1,1,1,-4,-4,-4,-4,-4,-4,-4
3805,11,2,1,4,3,-4,0,1,-4,40,1,9,1980,1,3,1,1,4,2,2,2,6,3,350,311
3806,17,2,2,2,3,-4,0,0,2,10,2,3,1980,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
3807,7,1,2,1,1,1,0,0,-4,-4,2,6,1984,4,4,1,1,1,-3,-3,-3,4,2,500,306
3808,3,2,1,4,1,-4,1,1,2,70,1,7,1980,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
3809,21,2,2,3,1,8,0,0,-4,-4,1,9,1983,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
3810,10,3,2,2,2,-4,0,0,-4,100,2,7,1981,4,4,1,1,2,2,2,2,1,-3,-6,280
3811,8,2,1,2,2,-4,0,0,-4,100,1,8,1981,7,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
3812,5,3,2,3,2,3,0,0,-4,-4,2,3,1982,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
3813,1,2,3,1,2,1,1,1,-4,-4,1,4,1982,1,4,2,1,4,2,2,2,5,-3,300,346
3814,3,2,1,3,3,-4,1,1,-4,50,1,7,1981,2,7,1,1,4,2,2,2,4,2,300,326
3815,6,2,3,4,3,-4,1,1,-4,100,2,6,1981,3,7,1,1,2,2,2,2,4,2,300,321
3816,3,1,1,2,1,2,0,0,-4,-4,1,4,1983,3,7,2,1,4,2,2,1,6,2,400,365
3817,0,1,2,1,1,2,0,0,-4,-4,1,8,1984,1,4,1,1,4,2,2,1,4,-3,400,372
3818,13,2,1,4,4,-4,1,1,2,70,2,1,1981,1,5,4,1,4,2,2,2,2,-3,0,280
3819,5,2,1,3,3,-4,1,1,1,20,2,6,1980,1,6,1,1,4,-4,-4,-4,-4,-4,-4,-4
3820,7,2,1,4,3,5,1,1,-4,-4,2,3,1983,1,6,1,1,4,2,2,2,3,-3,200,217
3821,0,1,2,3,1,4,1,1,-4,-4,2,4,1984,2,3,1,1,1,2,2,2,5,2,400,311
3822,3,2,2,3,3,2,1,1,-4,-4,2,8,1982,4,2,1,1,4,2,2,1,5,2,500,396
3823,8,3,2,1,1,3,0,0,-4,-4,2,11,1984,4,3,2,1,3,-4,-4,-4,-4,-4,-4,-4
3824,4,2,1,3,4,-4,1,1,-4,80,2,7,1981,1,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
3825,5,1,1,4,2,-4,1,0,-4,100,2,10,1981,10,4,1,0,4,2,2,2,4,-3,300,219
3826,2,2,2,4,3,4,1,0,-4,-4,1,12,1982,3,6,1,0,1,2,2,2,3,5,0,100
3827,2,2,2,2,1,2,1,0,-4,-4,1,7,1984,2,6,1,0,1,2,2,2,6,5,500,213
3828,9,2,1,4,2,-4,1,0,-4,50,2,9,1981,2,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
3829,7,2,2,1,1,8,0,0,-4,-4,1,4,1982,1,4,2,0,4,-4,-4,-4,-4,-4,-4,-4
3830,6,3,2,5,5,-4,1,1,-4,20,2,1,1980,1,5,1,0,4,2,2,2,2,3,200,285
3831,5,3,3,4,5,3,1,1,-4,-4,1,4,1982,1,5,1,0,4,-4,-4,-4,-4,-4,-4,-4
3832,5,2,3,4,3,-4,1,1,-4,75,2,1,1981,1,5,1,1,4,2,2,2,5,-3,300,297
3833,7,2,3,2,2,-4,0,1,-4,95,2,4,1980,1,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
3834,33,3,1,2,2,-4,1,1,-4,50,1,10,1981,3,4,1,1,4,2,2,2,5,-3,0,-7
3835,10,3,2,5,3,-4,1,1,2,100,1,5,1981,4,4,4,1,4,-4,-4,-4,-4,-4,-4,-4
3836,0,2,2,3,3,-4,0,1,-4,100,1,5,1980,4,2,1,1,1,2,2,2,8,4,400,268
3837,5,1,2,1,1,5,0,0,-4,-4,2,6,1983,4,2,1,1,4,2,2,2,8,4,400,270
3838,1,2,3,2,1,0,1,1,-4,-4,2,10,1983,4,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
3839,25,2,3,3,3,-4,0,1,-4,25,1,7,1980,4,4,1,1,4,2,2,2,9,4,150,244
3840,25,2,2,1,1,3,0,0,-4,-4,1,12,1982,4,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
3841,2,2,1,2,1,2,0,0,-4,-4,2,1,1982,1,4,1,1,1,2,2,2,8,4,400,256
3842,2,2,3,4,5,4,0,1,-4,-4,2,8,1983,1,4,1,1,1,2,2,2,13,4,300,171
3843,2,1,3,1,2,3,0,1,-4,-4,2,3,1983,2,5,1,1,4,2,2,2,8,4,400,300
3844,15,2,3,5,5,-4,1,0,-4,50,1,1,1980,4,5,1,1,1,2,2,2,9,4,300,210
3845,7,2,2,1,1,5,0,0,-4,-4,1,7,1984,4,5,1,1,1,2,2,2,13,4,350,164
3846,0,2,3,1,1,2,0,0,-4,-4,2,4,1983,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
3847,6,4,1,2,1,5,0,0,-4,-4,2,6,1984,3,3,1,1,4,2,2,2,8,4,350,312
3848,0,2,1,4,3,4,1,1,-4,-4,1,9,1984,2,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
3849,8,2,3,1,1,3,1,1,-4,-4,1,5,1984,4,2,2,1,4,2,2,2,3,3,100,256
3850,0,1,4,2,1,-4,1,1,-4,100,1,9,1981,1,4,1,1,4,2,2,1,6,-3,400,400
3851,0,3,1,3,1,3,1,1,-4,-4,1,10,1983,1,4,3,1,4,-4,-4,-4,-4,-4,-4,-4
3852,1,2,2,2,1,3,0,0,-4,-4,1,7,1982,5,4,1,1,4,2,2,1,4,3,300,325
3853,3,2,1,2,1,5,0,0,-4,-4,2,10,1984,5,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
3854,0,1,1,3,2,-4,0,0,-4,-4,1,1,1983,1,5,1,1,1,2,2,1,2,-3,200,361
3855,2,2,1,1,1,-4,0,1,-4,100,2,7,1980,1,4,1,1,1,2,2,1,4,3,350,288
3856,0,2,1,3,-2,4,0,0,-2,-4,2,5,1982,4,4,4,1,1,2,2,-3,4,-3,100,309
3857,0,3,2,4,1,8,0,0,-4,-4,1,8,1982,2,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
3858,2,2,2,1,1,-3,0,0,-4,-4,1,1,1984,9,8,1,1,1,1,2,2,4,1,0,313
3859,20,4,2,3,3,-4,1,0,-4,100,1,10,1980,1,3,1,1,1,2,2,-3,5,-3,200,172
3860,0,1,1,4,5,3,1,0,-4,-4,1,11,1983,4,4,1,1,1,2,2,-3,4,-3,100,295
3861,1,2,1,3,1,6,1,-1,-4,-4,2,1,1982,4,3,1,1,1,2,2,2,11,3,300,275
3862,12,2,2,5,3,8,0,1,-4,-4,2,8,1983,4,4,1,1,1,2,2,-3,4,4,300,318
3863,11,2,3,2,1,-4,1,0,-4,50,1,8,1980,4,11,1,1,1,2,2,2,5,-3,100,207
3864,4,2,4,5,4,-4,0,1,-4,50,2,5,1981,1,4,1,1,1,2,2,-3,10,4,300,218
3865,3,1,1,3,3,-4,1,1,-4,100,2,5,1981,4,3,1,1,1,2,2,1,4,4,300,360
3866,10,2,1,1,1,3,0,0,-4,-4,2,5,1984,4,3,1,1,1,2,2,2,9,-3,300,309
3867,4,1,3,2,1,3,0,0,-4,-4,2,10,1982,4,4,1,1,1,2,2,1,4,4,300,324
3868,11,2,3,1,1,1,1,0,-4,-4,2,10,1983,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
3869,10,2,1,5,2,-4,0,0,-4,75,2,1,1980,1,8,1,1,1,-3,-3,-3,8,1,150,301
3870,1,2,2,3,4,2,1,0,-4,-4,2,6,1983,3,4,1,1,4,2,2,2,6,-3,300,320
3871,4,2,3,5,4,-4,1,1,-4,30,1,12,1981,1,4,1,1,4,1,2,2,4,-3,150,225
3872,4,2,3,3,3,-4,0,0,-4,78,1,3,1981,1,5,1,1,4,1,2,2,7,-3,200,254
3873,0,2,1,3,2,-4,0,0,-4,100,2,2,1980,4,2,1,1,4,2,2,2,9,3,300,348
3874,2,2,2,3,2,1,0,0,-4,-4,2,9,1983,4,2,1,1,4,2,2,1,4,-3,500,371
3875,5,2,2,4,3,-4,0,0,-4,100,2,9,1981,1,8,1,1,3,-4,-4,-4,-4,-4,-4,-4
3876,6,2,2,1,1,2,1,0,-4,-4,1,3,1984,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
3877,2,2,3,2,1,2,0,0,-4,-4,1,12,1983,4,4,1,1,1,1,2,2,2,-3,-8,-6
3878,1,2,3,4,4,7,0,1,-4,-4,1,6,1982,4,2,2,1,1,2,2,2,10,3,350,252
3879,0,2,3,1,1,2,0,0,-4,-4,2,12,1984,1,8,1,1,1,2,2,2,4,2,400,280
3880,0,3,3,5,1,0,1,1,-4,-4,1,10,1982,4,5,1,1,1,2,2,1,6,5,0,221
3881,3,2,3,3,2,3,0,0,-4,-4,1,1,1983,2,8,1,1,4,2,2,1,8,2,400,310
3882,4,2,2,3,3,-4,1,1,-4,40,1,12,1980,4,2,1,1,4,2,2,2,9,1,50,231
3883,0,1,2,3,4,-4,0,0,-4,100,2,3,1981,1,6,2,1,4,2,2,2,8,3,400,272
3884,5,2,2,1,1,3,0,1,-4,-4,1,7,1984,1,5,2,1,1,2,2,1,8,2,400,348
3885,15,1,3,3,1,30,0,0,-4,-4,2,2,1983,4,3,1,0,1,2,2,2,9,-3,400,291
3886,10,2,3,1,2,-4,1,0,3,0,1,3,1981,9,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
3887,0,2,3,5,4,-4,0,1,-4,100,2,1,1980,4,4,1,1,1,2,2,1,9,4,400,346
3888,10,2,3,4,-2,6,1,1,-4,-4,1,6,1982,4,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
3889,6,1,2,5,1,-4,1,1,-4,50,1,1,1980,2,3,1,1,4,2,2,2,4,-3,200,302
3890,7,2,1,3,2,3,1,1,-4,-4,2,9,1984,1,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
3891,1,1,2,3,3,-4,1,1,-4,100,2,10,1981,9,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
3892,10,2,3,4,3,-4,1,1,-4,0,1,1,1980,1,5,1,1,4,2,2,2,4,4,100,198
3893,2,1,2,3,1,2,0,0,-4,-4,1,6,1982,1,5,1,1,4,2,2,2,8,-3,500,288
3894,6,2,3,4,4,-4,0,1,-4,100,2,10,1981,1,5,1,1,4,2,2,2,8,-3,400,346
3895,5,1,2,2,1,-4,1,1,-4,90,1,9,1981,1,6,1,1,4,2,2,1,8,5,400,360
3896,6,2,2,1,1,-4,1,0,-4,-4,1,12,1984,1,6,1,1,4,2,2,1,8,-3,400,379
3897,6,2,1,2,1,5,0,0,-4,-4,2,10,1982,1,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
3898,2,2,1,1,1,5,1,0,-4,-4,1,12,1983,1,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
3899,5,2,2,4,4,-4,1,0,-4,75,2,8,1981,1,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
3900,7,2,3,2,2,7,0,0,-4,-4,2,5,1982,1,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
3901,3,1,1,1,1,0,0,0,-4,-4,2,11,1984,4,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
3902,2,2,2,1,1,4,0,0,-4,-4,1,10,1984,1,3,1,0,4,-4,-4,-4,-4,-4,-4,-4
3903,0,2,3,2,4,-4,0,1,-4,95,1,2,1981,2,5,1,0,4,2,2,2,8,1,300,318
3904,15,2,2,3,2,-4,1,0,-4,90,1,10,1981,1,3,1,0,4,2,2,2,5,1,400,248
3905,5,2,2,3,2,-4,0,0,-4,99,2,9,1980,1,5,1,0,4,2,2,2,8,1,400,378
3906,3,1,2,1,1,2,0,0,-4,-4,2,1,1984,1,5,1,0,4,-4,-4,-4,-4,-4,-4,-4
3907,3,4,3,5,4,2,1,1,-4,-4,2,3,1983,4,3,1,0,4,1,2,2,1,-3,0,-7
3908,0,2,1,2,1,4,1,0,-4,-4,1,1,1984,1,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
3909,37,4,1,5,3,5,0,0,-4,-4,2,4,1983,4,2,1,0,4,-4,-4,-4,-4,-4,-4,-4
3910,1,3,3,1,1,-4,0,0,-4,-4,1,11,1984,2,5,1,0,4,1,2,2,6,2,350,255
3911,3,2,3,3,3,-4,1,0,-4,-4,2,3,1982,1,5,1,2,4,2,2,2,8,-3,400,353
3912,20,1,3,5,5,-4,1,1,-4,75,2,6,1980,2,5,1,1,4,2,2,2,4,-3,200,299
3913,5,1,3,1,1,3,0,0,-4,-4,2,1,1984,2,5,2,1,4,2,2,-3,4,5,100,306
3914,1,2,1,5,3,-4,0,0,-4,90,1,9,1981,1,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
3915,1,1,1,2,1,2,0,0,-4,-4,1,3,1983,2,3,2,1,4,-4,-4,-4,-4,-4,-4,-4
3916,3,2,2,2,2,1,0,0,-4,-4,2,5,1983,5,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
3917,2,3,2,4,5,-4,0,1,-4,15,1,6,1980,1,4,1,1,2,2,2,2,9,-3,300,299
3918,3,1,2,1,1,0,0,0,-4,-4,1,11,1983,1,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
3919,3,3,2,4,4,0,1,1,-4,-4,2,1,1982,4,6,1,1,1,2,2,2,2,-3,-8,-8
3920,0,2,1,1,1,2,0,0,-4,-4,2,11,1984,1,5,1,1,1,2,2,2,9,2,300,334
3921,14,2,3,5,5,-4,1,1,2,-2,1,2,1981,8,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
3922,35,2,3,1,-2,2,0,0,2,-4,2,9,1982,8,6,1,1,1,2,2,2,4,-3,0,367
3923,50,2,1,3,2,1,1,0,2,-4,1,3,1982,8,6,1,1,1,2,2,2,2,-3,0,280
3924,6,3,2,1,1,3,0,0,2,-4,2,9,1983,8,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
3925,5,2,2,3,3,-2,0,0,2,-4,2,4,1983,8,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
3926,0,3,3,1,1,2,0,0,-4,-4,2,10,1983,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
3927,10,2,2,-2,-2,-4,0,0,-4,100,2,1,1981,4,5,1,1,1,2,2,2,5,-3,50,296
3928,99,4,2,1,1,5,0,0,-4,-4,2,12,1984,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
3929,0,2,3,1,1,2,0,0,-4,-4,1,9,1982,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
3930,-4,3,2,2,1,-4,0,0,2,10,2,12,1980,10,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
3931,-4,2,2,1,1,2,0,0,2,-4,1,5,1982,10,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
3932,30,2,2,3,2,-4,0,0,-4,75,2,7,1980,2,5,4,1,2,2,2,2,4,-3,100,305
3933,-4,2,2,1,1,-4,1,0,3,0,2,11,1980,9,8,1,1,2,-4,-4,-4,-4,-4,-4,-4
3934,9,2,2,4,3,2,1,1,-4,-4,2,7,1982,4,5,1,1,2,2,2,1,11,3,300,325
3935,0,2,2,5,5,-4,0,1,-4,100,2,11,1981,1,3,1,1,1,2,2,1,8,3,300,344
3936,3,3,1,3,1,3,1,1,-4,-4,1,10,1984,4,4,1,2,4,2,2,2,8,-3,300,291
3937,2,2,1,-2,-2,2,0,0,-4,-4,2,10,1984,2,4,1,1,4,-3,-3,-3,5,5,400,374
3938,0,2,2,5,5,1,0,0,-4,-4,1,7,1982,1,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
3939,4,1,1,4,4,7,0,0,-4,-4,2,10,1982,4,2,1,1,4,2,2,1,9,3,300,394
3940,-2,2,3,2,2,5,1,1,-4,-4,2,11,1983,9,3,1,2,1,2,2,2,8,-3,200,211
3941,0,2,3,1,1,1,1,1,-4,-4,2,6,1984,3,4,3,1,4,-4,-4,-4,-4,-4,-4,-4
3942,0,1,3,5,5,-4,1,1,-4,1,1,1,1980,4,2,1,2,1,-4,-4,-4,-4,-4,-4,-4
3943,13,2,2,3,3,-4,0,0,-4,90,2,11,1980,1,4,2,1,4,2,2,1,8,-3,300,385
3944,3,1,3,1,1,4,0,0,-4,-4,1,6,1982,1,4,2,1,4,2,2,1,8,1,300,385
3945,0,3,3,5,2,-4,1,1,1,10,2,11,1980,2,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
3946,6,2,1,4,1,20,0,0,-4,-4,1,9,1982,2,4,1,1,4,1,2,2,4,3,300,270
3947,6,2,4,3,1,4,1,0,-4,-4,1,5,1984,1,7,1,1,4,2,2,2,4,3,300,253
3948,6,2,3,5,2,3,1,1,-4,-4,2,6,1983,4,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
3949,15,2,1,2,2,-4,0,0,-4,90,1,11,1981,1,4,1,1,4,1,2,2,2,-3,0,-7
3950,15,3,2,4,1,-4,1,1,-4,0,1,10,1980,1,3,4,1,4,2,2,2,4,-3,-8,-8
3951,2,2,2,3,1,3,0,0,-4,-4,1,9,1984,2,3,1,1,1,2,2,2,5,3,300,221
3952,2,2,2,4,3,-4,1,1,-4,50,2,3,1980,2,5,1,0,4,2,2,2,4,4,300,322
3953,2,2,1,4,2,-4,1,1,-4,25,1,6,1980,3,5,1,0,4,2,2,2,4,4,300,273
3954,-2,1,1,2,1,1,0,0,-4,-4,2,10,1983,2,4,1,2,4,2,2,2,2,-3,0,-7
3955,25,2,1,3,3,-4,1,1,2,50,2,7,1981,10,3,1,0,4,-4,-4,-4,-4,-4,-4,-4
3956,4,2,3,3,3,-4,0,0,-4,20,1,2,1980,1,8,1,0,1,2,2,2,5,4,300,255
3957,3,2,2,4,4,-4,0,0,-4,0,1,3,1981,1,8,1,0,1,2,2,2,7,4,300,313
3958,0,3,1,3,2,4,1,1,-4,-4,1,10,1982,7,8,1,0,1,2,2,2,5,-3,100,227
3959,0,3,2,2,1,6,0,0,-4,-4,1,5,1982,1,8,1,0,1,2,2,2,8,4,400,248
3960,2,2,2,1,1,2,0,1,3,-4,1,3,1984,7,8,1,0,1,2,2,2,7,4,300,326
3961,3,2,2,3,3,-4,1,0,-4,0,1,1,1981,1,5,1,0,4,2,2,1,5,-3,300,277
3962,0,2,2,2,1,1,1,0,-4,-4,1,9,1983,1,5,1,0,4,-4,-4,-4,-4,-4,-4,-4
3963,3,2,1,4,3,-4,1,1,-4,100,2,9,1981,1,4,2,1,4,2,2,2,8,4,300,312
3964,0,2,1,1,1,0,0,0,-4,-4,2,11,1983,1,4,2,1,4,-4,-4,-4,-4,-4,-4,-4
3965,0,1,2,1,1,4,0,0,-4,-4,2,3,1984,1,4,2,1,4,-4,-4,-4,-4,-4,-4,-4
3966,1,2,3,1,1,1,0,0,-4,-4,2,9,1982,1,4,2,1,4,2,2,2,8,4,400,335
3967,5,3,3,2,2,2,1,1,-4,-4,1,5,1982,6,4,1,1,4,2,2,2,6,3,350,340
3968,4,2,2,3,1,1,1,0,-4,-4,2,3,1983,1,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
3969,1,2,2,2,1,2,0,0,-4,-4,1,5,1983,4,3,1,1,4,2,2,2,8,4,450,338
3970,21,2,3,4,3,-4,1,1,-4,100,2,3,1980,4,5,1,0,4,2,2,2,6,4,250,279
3971,15,2,3,1,1,4,0,0,-4,-4,2,10,1983,4,5,1,0,4,-4,-4,-4,-4,-4,-4,-4
3972,15,3,1,4,5,-4,0,1,-4,0,2,7,1981,2,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
3973,0,2,4,2,1,7,0,0,-4,-4,2,4,1982,2,4,1,0,1,1,2,2,4,1,400,283
3974,3,2,1,3,2,1,0,1,-4,-4,1,8,1984,1,4,1,0,1,2,2,2,5,1,500,296
3975,1,1,3,5,5,-4,1,1,-4,100,2,5,1981,1,3,1,0,4,-4,-4,-4,-4,-4,-4,-4
3976,15,3,3,2,1,0,1,1,-4,-4,2,2,1983,1,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
3977,2,1,4,1,1,0,0,0,-4,-4,2,11,1984,2,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
3978,0,2,3,3,3,-4,0,0,-4,100,2,4,1981,4,2,1,1,4,-4,-4,-4,-4,-4,-4,-4
3979,2,2,3,5,4,-4,1,1,-4,70,2,11,1980,1,5,1,1,4,2,2,2,4,3,300,296
3980,3,1,3,1,1,1,0,0,-4,-4,1,6,1983,1,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
3981,4,2,3,2,1,1,0,0,-4,-4,1,1,1983,1,3,1,1,4,2,2,2,3,-3,200,188
3982,3,2,2,3,2,-4,1,1,-4,100,2,2,1981,1,3,1,1,4,2,2,2,8,3,300,344
3983,6,1,3,1,1,1,0,0,-4,-4,2,2,1984,4,3,1,1,4,2,2,2,8,3,500,275
3984,10,1,1,3,1,3,0,0,-4,-4,2,9,1982,2,4,1,1,4,1,2,2,10,-3,400,277
3985,0,1,3,5,2,-4,1,1,-4,100,2,3,1981,1,4,1,0,4,2,2,2,8,1,400,363
3986,13,2,1,4,1,5,1,1,-4,-4,1,2,1983,1,4,1,0,4,2,2,2,6,4,400,234
3987,3,2,3,3,1,-4,1,1,-4,80,1,10,1980,1,4,1,0,4,-3,-3,-3,6,-3,200,253
3988,2,2,3,1,1,-4,1,0,-4,100,1,9,1980,1,4,2,0,4,2,2,2,10,-3,400,350
3989,1,1,4,1,1,-4,1,1,-4,100,2,9,1981,9,4,2,0,4,2,2,1,7,1,200,403
3990,3,2,1,3,1,2,1,0,-4,-4,2,2,1982,1,3,1,0,4,-4,-4,-4,-4,-4,-4,-4
3991,6,3,2,4,4,-4,1,1,-4,50,1,5,1980,4,2,1,0,4,-3,-3,-3,6,-3,200,245
3992,6,2,2,4,2,-4,1,1,-4,75,2,10,1980,4,3,1,0,4,2,2,2,7,-3,300,284
3993,5,2,3,2,1,4,1,0,-4,-4,1,5,1984,4,3,1,0,4,2,2,2,6,-3,100,290
3994,15,2,3,2,1,4,0,0,-4,-4,1,9,1984,2,4,1,0,4,2,2,2,7,-3,400,269
3995,-4,2,3,2,-2,-2,0,0,-2,-4,1,9,1983,2,6,1,1,4,-4,-4,-4,-4,-4,-4,-4
3996,5,2,2,3,3,3,1,0,-4,-4,1,12,1984,2,6,1,1,4,-4,-4,-4,-4,-4,-4,-4
3997,-2,3,3,3,3,-4,1,1,-4,0,1,3,1980,1,5,1,1,4,2,2,2,8,-3,450,297
3998,2,2,3,3,2,1,0,1,-4,-4,1,3,1984,4,2,1,1,4,2,2,2,8,4,500,339
3999,0,2,2,3,3,2,0,0,-4,-4,2,12,1984,4,4,1,1,2,2,2,2,8,4,400,338
4000,1,2,1,2,3,-4,0,0,-4,90,2,10,1980,1,4,1,0,4,2,2,1,9,1,400,391
4001,2,3,3,2,3,-4,1,1,-4,5,1,8,1981,1,3,1,0,4,2,2,2,8,1,300,269
4002,3,2,3,2,2,3,1,1,-4,-4,1,5,1982,1,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
4003,3,4,2,2,4,-4,0,0,-4,100,1,4,1980,1,5,1,0,4,2,2,2,8,1,500,381
4004,0,2,1,1,1,2,0,0,-4,-4,1,4,1983,1,5,1,0,2,2,2,2,6,1,400,363
4005,2,2,3,4,2,-4,0,0,-4,0,1,12,1980,3,4,1,0,4,2,2,2,8,1,400,236
4006,3,2,3,1,1,3,0,0,-4,-4,1,1,1984,1,5,1,0,2,2,2,2,6,1,350,271
4007,17,3,3,3,3,-4,1,1,-4,0,1,2,1981,10,2,1,0,4,-4,-4,-4,-4,-4,-4,-4
4008,0,2,3,1,1,3,0,0,-4,-4,1,9,1983,1,4,1,0,4,2,2,2,8,1,600,343
4009,1,2,2,2,2,-4,1,0,-4,25,1,9,1981,3,4,1,0,4,2,2,2,8,1,300,297
4010,0,2,3,4,5,-4,0,0,-4,100,2,2,1980,4,6,1,0,4,2,2,2,8,1,400,299
4011,0,2,4,1,2,-4,0,0,-4,99,1,6,1981,1,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
4012,0,2,4,2,2,-4,0,1,-4,-4,2,5,1982,1,4,1,0,4,-4,-4,-4,-4,-4,-4,-4
4013,1,2,1,2,1,3,1,1,-4,-4,1,6,1984,1,4,1,0,4,2,2,2,8,1,550,315
4014,12,2,3,2,2,-4,1,1,-4,47,1,7,1980,1,4,1,0,4,2,2,2,8,1,200,331
4015,11,2,1,5,1,0,0,0,-4,-4,2,6,1984,1,5,1,0,4,-4,-4,-4,-4,-4,-4,-4
4016,1,1,3,2,2,-4,1,1,-4,70,1,8,1981,5,3,1,0,4,2,2,2,8,1,200,356
4017,2,2,3,1,1,2,0,1,-4,-4,2,10,1984,5,3,1,0,4,2,2,2,8,1,400,363
4018,3,2,3,2,4,-4,1,1,-4,100,2,6,1980,1,4,1,1,4,2,2,1,8,1,350,375
4019,4,2,3,1,1,1,0,0,-4,-4,2,4,1984,1,4,1,1,4,-3,-3,-3,8,4,350,313
4020,3,2,1,4,4,-4,1,1,-4,3,2,1,1980,1,4,1,1,4,2,2,1,9,4,300,330
4021,2,2,2,4,4,-4,1,1,-4,60,1,1,1981,1,4,1,1,4,2,2,2,8,4,300,213
4022,4,2,1,4,1,4,1,1,-4,-4,2,1,1984,6,2,1,1,4,-4,-4,-4,-4,-4,-4,-4
4023,3,2,3,2,1,2,0,0,-4,-4,2,11,1982,3,6,1,1,4,-3,-3,-3,9,4,300,385
4024,20,2,3,5,4,4,0,0,-4,-4,2,11,1982,1,4,1,1,1,-3,-3,-3,8,4,300,373
4025,3,2,1,4,2,1,1,1,-4,-4,1,1,1982,1,3,1,1,4,-3,-3,2,8,-3,250,337
4026,6,2,2,3,4,-4,1,1,-4,100,2,4,1981,4,2,1,1,4,2,2,1,9,4,350,372
4027,0,1,2,4,4,3,1,1,-4,-4,2,4,1982,1,4,1,1,4,-3,-3,-3,8,4,300,338
4028,12,3,3,4,3,-4,1,1,-4,100,2,10,1981,2,6,1,1,4,-3,-3,-3,6,4,100,251
4029,4,1,4,3,1,2,1,1,-4,-4,1,12,1984,2,6,1,1,4,-3,-3,-3,7,4,300,305
4030,7,2,1,2,2,-4,1,1,-4,90,1,12,1981,2,5,1,1,4,-3,-3,-3,8,4,400,300
4031,1,2,1,4,3,-4,1,1,-4,75,1,6,1981,5,3,1,1,4,2,2,2,8,4,250,251
4032,2,2,3,4,4,-4,1,1,-4,98,2,4,1980,2,4,1,1,4,-3,-3,-3,10,4,300,354
4033,2,2,1,3,2,-4,1,1,-4,90,1,12,1981,2,4,1,1,4,-3,-3,-3,8,4,450,309
4034,0,2,1,4,3,-4,1,0,-4,75,2,7,1981,1,3,1,1,4,2,2,1,9,4,350,309
4035,3,2,3,3,4,-4,1,1,-4,100,2,6,1981,2,4,1,1,4,2,2,2,2,-3,100,157
4036,4,2,2,4,2,1,0,1,-4,-4,2,9,1982,2,4,1,1,4,2,2,2,8,1,225,262
4037,2,2,3,3,2,-4,1,1,-4,90,1,8,1981,1,5,1,1,4,-3,-3,-3,8,4,350,332
4038,0,2,3,3,3,3,1,1,-4,-4,1,7,1982,2,4,1,1,4,-3,-3,-3,8,4,300,291
