"R0000100","R0069300","R0069400","R0069600","R0070400","R0070500","R0074300","R0357900","R0358300","R0504200","R0515100","R0536300","R0536401","R0536402","R1205300","R1205400","R1211000","R1217500","R1482600","R9788600","R9788700","R9788800","R9788900","R9793100","R9864300","R9871900"
1195,23,2,1,4,4,-4,1,1,-4,50,1,9,1981,5,4,1,1,4,-3,-3,-3,14,2,150,211
1196,0,2,3,3,3,2,1,1,-4,-4,1,2,1983,1,7,1,1,4,-4,-4,-4,-4,-4,-4,-4
1197,1,1,1,2,1,4,1,0,-4,-4,2,7,1984,1,7,1,1,4,-4,-4,-4,-4,-4,-4,-4
1198,7,2,4,-4,-4,-4,1,1,3,0,1,11,1980,2,5,1,1,4,-3,-3,-3,10,2,350,303
1199,1,2,1,5,3,6,1,1,-4,-4,1,3,1983,2,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
1200,13,2,1,4,3,-4,1,1,-4,80,2,8,1980,2,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
1201,10,2,3,4,4,5,1,0,-4,-4,1,2,1984,2,5,1,1,4,-3,-3,-3,2,-3,0,-7
1202,5,2,2,1,2,-4,0,0,-4,100,1,3,1981,8,4,4,1,1,2,2,2,8,3,250,243
1203,4,2,2,1,1,-4,0,0,-4,100,2,2,1981,4,8,1,1,1,1,2,2,5,-3,-8,-8
1204,4,1,1,1,1,6,0,0,-4,-4,1,10,1983,4,8,1,1,1,2,2,2,5,-3,50,187
1205,7,2,3,3,4,-4,0,1,-4,100,2,10,1980,2,3,1,1,1,2,2,2,10,4,300,272
1206,12,1,1,4,5,6,1,0,-4,-4,2,9,1984,4,4,1,1,1,2,2,2,10,-3,200,254
1207,3,2,2,2,2,2,0,0,-4,-4,1,3,1982,1,3,1,1,1,2,2,2,11,-3,150,227
1208,15,2,4,4,2,8,0,0,-4,-4,1,8,1982,4,5,1,1,1,2,2,2,9,3,300,199
1209,5,3,3,3,1,1,0,0,-4,-4,2,10,1983,4,6,1,1,1,-3,-3,-3,8,3,400,251
1210,5,4,2,1,1,3,0,1,-4,-4,1,10,1983,4,6,1,1,1,2,2,2,8,-3,250,268
1211,5,4,1,4,3,-4,0,0,3,100,1,3,1980,8,5,1,1,1,2,-3,2,4,1,50,145
1212,2,1,2,5,4,3,0,0,-4,-4,2,6,1983,8,5,1,1,1,2,2,2,4,-3,-8,-8
1213,2,3,3,5,1,3,1,0,-4,-4,1,7,1984,8,5,1,1,1,2,2,2,1,-3,-8,-8
1214,0,2,2,1,1,7,0,0,-4,-4,1,9,1982,4,3,1,1,1,1,2,2,6,-3,1000,305
1215,0,2,1,1,2,-4,1,1,-4,100,1,8,1980,4,4,1,1,1,2,2,2,10,-3,500,283
1216,2,2,1,1,1,3,0,1,-4,-4,2,8,1982,4,4,1,1,1,2,2,2,6,-3,400,294
1217,5,2,1,5,5,-4,0,0,-4,100,1,10,1981,4,3,1,1,1,2,2,2,3,-3,0,232
1218,0,2,3,4,4,4,0,0,-4,-4,1,9,1983,4,4,1,1,1,2,2,2,4,-3,250,286
1219,30,2,2,1,1,2,0,0,-4,-4,1,1,1984,4,5,1,1,1,2,2,2,6,-3,-8,-8
1220,8,2,2,3,1,-4,0,0,-4,100,2,5,1981,4,4,1,1,1,1,2,2,4,-3,200,274
1221,0,2,1,1,2,-4,-1,1,-4,100,1,4,1981,4,4,1,1,1,-3,-3,-3,10,-3,250,276
1222,8,2,1,2,1,4,1,1,-4,-4,1,10,1982,4,3,2,1,1,2,1,2,1,-3,0,-7
1223,19,2,2,4,4,-4,0,1,-4,99,2,6,1980,4,3,1,1,1,-3,-3,-3,9,4,300,309
1224,10,2,3,3,2,-4,0,0,-4,100,1,7,1981,4,4,1,1,1,2,2,2,6,-3,0,293
1225,5,2,3,3,2,-4,0,1,-4,100,2,11,1980,2,4,1,1,1,-3,-3,-3,9,5,350,275
1226,4,2,2,3,3,-4,0,0,-4,100,1,9,1980,2,5,2,1,1,2,1,2,10,1,300,290
1227,2,2,2,1,1,2,0,0,-4,-4,2,9,1983,1,4,1,1,3,2,2,2,9,2,400,372
1228,0,2,3,3,3,-4,0,1,-4,100,1,2,1980,1,4,1,1,4,2,2,2,8,2,350,302
1229,2,1,3,1,1,0,0,0,-4,-4,2,11,1984,2,5,1,1,4,2,2,2,8,2,250,256
1230,0,3,3,2,1,2,0,1,-4,-4,1,9,1984,1,4,1,1,4,2,2,2,10,2,200,243
1231,0,2,2,3,4,-4,0,0,-4,99,1,10,1980,1,4,1,1,4,2,-3,1,8,2,500,390
1232,0,2,3,4,3,2,0,0,-4,-4,1,3,1983,1,4,1,1,4,2,2,2,8,2,400,330
1233,0,1,2,1,1,1,0,0,-4,-4,1,11,1983,1,4,1,1,4,2,2,2,8,2,400,337
1234,7,2,2,1,1,0,0,1,-4,-4,1,11,1983,1,4,1,1,4,2,2,2,8,2,350,326
1235,0,1,1,1,1,1,0,0,-4,-4,1,3,1983,1,5,1,1,4,2,2,2,8,2,400,362
1236,5,2,2,2,1,1,1,0,-4,-4,1,12,1982,1,3,1,1,4,2,2,2,10,2,250,176
1237,7,1,3,1,1,7,0,0,-4,-4,1,2,1983,1,3,1,1,4,2,2,2,8,2,350,285
1238,0,2,1,1,1,-2,0,0,-4,-4,2,6,1983,2,6,1,1,4,2,2,2,7,2,300,233
1239,2,2,3,2,1,1,0,0,-4,-4,1,4,1983,1,4,1,1,4,2,2,1,12,-3,300,347
1240,1,2,2,3,2,4,1,1,-4,-4,1,12,1982,1,4,1,1,4,2,2,2,8,2,400,293
1241,7,2,2,2,2,-4,0,0,-4,80,2,10,1981,1,4,2,1,4,-4,-4,-4,-4,-4,-4,-4
1242,1,2,3,1,1,3,0,0,-4,-4,2,10,1984,3,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
1243,4,1,2,1,1,3,0,0,-4,-4,2,9,1984,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1244,1,1,1,5,3,-4,0,0,-4,100,1,4,1981,1,5,1,1,4,1,2,2,8,2,400,396
1245,4,2,2,3,3,-4,1,1,3,100,2,6,1980,1,4,1,1,4,2,2,2,8,4,300,290
1246,0,3,4,3,2,-4,0,0,-4,-2,2,1,1980,1,8,1,1,4,1,2,2,14,4,600,226
1247,3,2,2,3,3,1,0,0,-4,-4,1,3,1982,1,8,1,1,4,2,2,1,10,5,400,346
1248,3,2,3,-2,1,1,0,0,-4,-4,2,3,1984,1,8,1,1,4,2,2,1,9,5,400,382
1249,14,2,1,4,3,-4,1,1,-4,100,2,3,1981,1,4,1,1,4,2,2,2,8,4,400,331
1250,3,1,2,2,1,3,1,1,-4,-4,1,9,1982,1,4,1,1,4,2,2,1,9,4,400,338
1251,7,2,3,3,2,-4,0,1,-4,90,1,11,1981,1,6,1,1,4,2,2,2,9,4,450,373
1252,7,3,2,3,1,-4,0,1,-4,-4,1,1,1982,6,6,1,1,2,2,2,2,9,4,400,286
1253,1,2,1,2,1,0,0,0,-4,-4,2,6,1984,1,4,1,1,4,2,2,1,9,5,400,367
1254,4,2,2,3,3,1,0,1,-4,-4,2,9,1982,1,4,1,1,4,2,2,1,9,5,400,358
1255,7,4,2,5,4,1,0,0,-4,-4,1,2,1982,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1256,5,2,2,4,4,-4,0,0,-4,-4,2,10,1984,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1257,5,2,4,5,2,2,1,1,-4,-4,2,1,1984,2,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1258,10,3,2,4,3,3,1,1,-4,-4,2,11,1982,4,3,1,1,4,2,2,2,10,-3,300,275
1259,4,3,2,4,2,1,0,0,-4,-4,1,10,1984,4,3,1,1,4,2,2,2,9,3,200,250
1260,28,3,2,5,3,2,1,1,-4,-4,1,12,1983,1,4,1,1,4,1,2,2,8,4,350,178
1261,5,2,2,4,4,-4,0,1,-4,75,1,7,1981,1,6,1,1,4,-3,-3,-3,9,3,200,279
1262,5,1,2,1,1,2,0,0,-4,-4,1,9,1984,1,6,1,1,4,2,2,2,9,3,200,218
1263,9,2,2,1,1,1,1,1,-4,-4,1,9,1982,2,6,2,1,4,2,2,2,8,3,250,282
1264,0,2,1,1,1,2,1,0,-4,-4,1,6,1984,1,4,1,1,4,2,2,2,8,3,300,274
1265,4,2,1,4,4,-4,1,1,-4,100,2,3,1980,1,4,1,1,4,-3,-3,-3,8,3,400,350
1266,1,2,2,4,2,4,1,1,-4,-4,2,9,1983,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1267,0,2,2,2,2,-4,0,1,-4,100,1,6,1981,1,4,1,1,4,2,2,2,8,2,500,345
1268,6,1,3,5,5,-4,0,1,-4,50,2,3,1980,4,3,1,1,4,2,2,2,8,-3,200,221
1269,10,1,4,5,5,-4,1,1,-4,100,2,10,1981,4,3,1,1,4,-3,-3,-3,8,3,250,257
1270,0,1,2,4,3,-4,0,0,-4,95,1,11,1981,1,4,1,1,4,2,2,2,8,4,300,339
1271,5,3,4,5,4,0,1,0,-4,-4,2,4,1982,1,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
1272,6,3,1,5,5,-4,1,1,1,100,1,1,1981,4,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1273,3,4,4,5,5,-4,1,0,-4,70,1,10,1980,4,4,1,1,4,2,2,2,8,3,200,203
1274,12,3,2,3,3,-4,1,1,-4,50,2,9,1980,4,4,1,1,4,2,2,2,4,-3,150,174
1275,2,2,2,5,3,1,1,1,-4,-4,2,1,1983,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1276,5,1,3,5,5,-4,0,1,-4,100,2,8,1980,1,5,1,1,4,2,2,2,8,4,400,226
1277,3,2,3,3,2,3,1,1,-4,-4,1,7,1982,1,5,1,1,4,2,2,2,8,5,300,263
1278,2,1,2,1,1,1,0,1,-4,-4,1,1,1982,1,5,1,1,4,2,2,1,8,5,400,369
1279,0,2,3,2,1,1,0,0,-4,-4,1,1,1982,1,5,1,1,4,2,2,1,8,5,400,380
1280,1,1,4,2,1,3,1,0,-4,-4,1,11,1982,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
1281,0,2,2,1,1,0,0,0,-4,-4,1,1,1984,1,5,1,1,4,2,2,2,8,4,400,373
1282,4,2,3,3,2,-4,0,1,-4,90,2,3,1981,4,3,1,1,4,2,2,2,8,3,250,278
1283,7,2,4,-2,-2,2,0,0,-4,-4,1,9,1983,4,3,1,1,4,2,2,2,8,4,200,336
1284,11,2,2,3,3,-4,1,1,-4,75,1,5,1981,1,6,1,1,4,1,2,2,5,-3,25,148
1285,7,2,2,3,4,-4,0,1,-4,90,2,7,1981,4,5,1,1,4,-3,-3,-3,9,-3,350,270
1286,5,1,2,1,1,2,0,0,-4,-4,1,2,1983,1,5,1,1,4,2,2,2,8,-3,400,350
1287,1,1,2,1,1,4,0,0,-4,-4,1,11,1982,4,2,1,1,4,1,2,2,8,-3,250,231
1288,3,2,2,1,1,2,0,0,-4,-4,1,3,1983,4,3,1,1,4,2,2,2,9,-3,450,311
1289,0,2,3,2,3,-4,0,1,-4,100,1,3,1980,1,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
1290,2,2,1,2,2,-4,1,0,-4,80,2,10,1981,1,6,2,1,4,2,2,1,8,-3,450,366
1291,1,3,1,3,3,-4,1,1,-4,95,1,5,1980,1,4,1,1,4,2,2,2,12,4,250,269
1292,0,2,1,3,2,1,1,0,-4,-4,2,7,1982,1,4,1,1,4,2,2,2,8,2,300,263
1293,4,2,3,2,1,-4,1,1,-4,75,1,11,1981,3,3,1,1,4,2,2,2,8,5,175,245
1294,5,1,3,1,1,1,0,0,-4,-4,1,5,1984,1,4,1,1,4,2,2,2,8,-3,250,207
1295,5,2,3,4,4,-4,0,1,-4,100,2,1,1980,1,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
1296,1,2,2,3,1,1,0,0,-4,-4,2,4,1983,1,4,1,1,1,2,2,1,8,-3,400,389
1297,2,2,2,4,4,-4,0,1,-4,75,1,11,1980,2,4,1,1,4,2,2,2,8,4,350,328
1298,0,3,2,5,5,-4,1,0,-4,50,1,9,1981,2,4,1,1,1,2,2,2,4,4,50,212
1299,4,3,2,1,1,1,0,0,-4,-4,1,12,1982,1,6,1,1,4,2,2,2,8,4,300,257
1300,1,2,1,1,1,1,0,0,-4,-4,1,4,1984,1,6,1,1,4,2,2,1,8,5,400,329
1301,0,2,2,1,1,1,0,1,-4,-4,1,9,1984,1,4,1,1,4,2,2,2,8,-3,400,293
1302,3,2,1,3,2,-4,1,0,-4,90,2,7,1981,1,6,1,1,4,-4,-4,-4,-4,-4,-4,-4
1303,1,2,1,1,1,2,0,0,-4,-4,2,9,1984,1,6,1,1,4,-4,-4,-4,-4,-4,-4,-4
1304,3,2,1,4,3,-4,0,1,-4,80,1,3,1980,4,3,1,1,4,2,2,1,8,4,400,360
1305,2,2,3,4,3,-4,0,1,-4,95,1,11,1981,4,3,1,1,4,-3,-3,-3,8,4,400,366
1306,3,2,2,3,3,-4,0,1,-4,90,2,6,1981,4,3,1,1,4,-3,-3,-3,10,4,400,322
1307,2,2,1,2,1,1,0,0,-4,-4,2,5,1984,4,3,1,1,4,2,2,2,9,-3,400,316
1308,2,2,2,2,2,2,0,0,-4,-4,2,10,1983,1,5,1,1,4,2,2,1,10,-3,400,367
1309,5,2,2,4,1,1,1,1,-4,-4,2,3,1982,4,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
1310,16,2,1,3,4,-4,1,1,-4,70,1,4,1981,4,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
1311,6,2,2,3,3,-4,1,1,-4,100,2,6,1980,2,4,1,0,4,2,2,2,8,4,400,260
1312,3,2,1,4,4,-4,1,1,-4,85,2,11,1980,1,7,1,0,4,-3,-3,-3,8,4,250,300
1313,1,2,1,3,2,2,0,0,-4,-4,2,1,1983,1,7,1,0,4,-3,-3,-3,8,4,400,371
1314,2,2,3,3,2,6,0,1,-4,-4,2,8,1982,4,2,1,0,4,-3,-3,-3,8,4,350,344
1315,1,2,2,3,2,-4,0,0,-4,15,2,4,1980,2,5,1,0,4,2,2,2,8,4,150,229
1316,2,2,3,3,2,2,0,0,-4,-4,2,5,1983,2,5,1,0,4,-3,-3,-3,8,4,350,323
1317,4,1,3,4,3,4,0,1,-4,-4,2,2,1982,1,4,1,0,4,2,-3,-3,8,3,400,265
1318,4,1,1,4,1,0,0,0,-4,-4,1,11,1984,1,4,1,0,4,2,-3,-3,8,4,300,220
1319,2,2,3,3,1,3,0,0,-4,-4,2,9,1984,1,4,1,0,4,2,-3,-3,8,3,400,296
1320,3,2,1,3,2,-4,1,1,-4,25,1,7,1980,1,6,1,0,4,2,2,2,8,2,200,198
1321,2,3,3,3,1,1,1,1,-4,-4,1,10,1982,1,6,1,0,4,2,2,2,8,2,200,229
1322,1,2,1,4,1,1,1,0,-4,-4,2,10,1982,1,4,1,0,4,2,2,1,8,2,350,376
1323,5,2,1,1,1,1,0,0,-4,-4,1,7,1984,1,6,1,0,2,2,2,2,6,2,200,313
1324,6,2,2,5,5,-4,0,0,-4,100,2,6,1980,4,4,1,1,1,2,2,2,8,-3,300,277
1325,4,2,3,1,-2,3,0,0,-4,-4,2,10,1982,4,2,1,1,1,2,2,1,8,5,400,356
1326,3,2,3,2,1,3,1,1,-4,-4,1,2,1983,2,3,1,1,4,-3,-3,-3,3,3,0,268
1327,5,2,1,3,2,-4,1,0,-4,50,2,12,1981,4,4,1,1,4,1,2,2,8,5,300,272
1328,0,4,3,2,3,-4,1,1,-4,20,2,10,1980,4,2,1,1,1,2,2,2,11,3,400,303
1329,10,3,3,4,2,-4,1,1,-4,50,2,3,1981,4,4,1,1,2,2,2,2,3,-3,100,286
1330,2,2,3,4,4,0,1,1,1,-4,2,3,1982,1,4,3,1,4,-4,-4,-4,-4,-4,-4,-4
1331,1,1,3,2,1,2,0,0,-4,-4,2,7,1983,1,5,1,1,4,2,2,1,9,5,400,347
1332,4,2,2,3,2,-4,1,1,-4,100,1,2,1980,1,4,1,1,4,2,2,2,10,4,400,340
1333,10,1,1,2,2,2,0,0,-4,-4,2,9,1982,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1334,4,1,3,2,3,-4,1,1,-4,100,2,9,1980,5,2,2,1,4,-4,-4,-4,-4,-4,-4,-4
1335,4,2,2,2,2,-4,1,1,-4,100,1,12,1980,1,5,1,1,4,2,2,2,8,5,400,353
1336,1,2,2,1,1,1,0,0,-4,-4,1,6,1984,1,5,1,1,4,2,2,1,10,4,300,369
1337,3,2,4,2,1,2,0,0,-4,-4,2,11,1982,1,4,1,1,4,-3,-3,1,8,5,400,371
1338,3,2,2,2,2,-4,0,0,-4,100,2,10,1981,1,4,1,1,4,2,2,1,6,4,250,372
1339,5,2,3,3,4,-4,1,0,-4,85,1,3,1981,1,4,1,1,4,2,2,2,7,-3,200,292
1340,5,2,2,1,1,2,0,0,-4,-4,2,11,1984,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1341,3,2,2,3,2,5,0,0,-4,-4,1,1,1983,1,4,1,1,4,2,2,1,8,5,400,300
1342,0,2,1,2,2,-4,0,0,-4,75,1,3,1980,1,4,1,1,4,2,2,2,8,5,400,340
1343,1,3,2,4,5,-4,1,1,-4,90,1,12,1980,1,4,1,1,4,2,2,2,9,-3,250,329
1344,3,1,2,2,1,2,1,0,-4,-4,2,10,1983,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1345,0,2,3,1,1,-4,0,1,-4,100,2,1,1980,4,2,2,1,1,2,2,1,12,1,300,370
1346,0,2,1,3,1,7,0,0,-4,-4,1,11,1983,1,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
1347,8,1,1,3,2,2,0,1,-4,-4,2,1,1983,1,4,1,1,4,2,2,1,10,5,350,361
1348,0,2,3,1,1,-4,0,0,-4,75,1,12,1981,1,4,2,1,4,-4,-4,-4,-4,-4,-4,-4
1349,2,2,1,4,2,1,1,0,-4,-4,1,9,1983,4,4,1,1,4,2,2,2,8,1,300,346
1350,2,2,3,1,1,0,0,0,-4,-4,2,11,1983,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
1351,0,4,2,1,1,-4,0,0,-4,100,1,11,1981,1,5,1,1,2,2,2,2,10,2,400,304
1352,0,2,2,1,1,2,0,0,-4,-4,1,5,1983,1,5,1,1,2,2,2,2,3,2,-8,-8
1353,0,2,2,1,1,-4,0,0,-4,-4,1,8,1984,1,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
1354,-4,2,3,1,1,-4,0,0,2,5,2,7,1980,10,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
1355,60,2,3,1,1,-4,0,0,2,25,2,11,1981,9,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
1356,2,2,3,1,1,-4,0,0,-4,25,2,5,1981,1,7,1,1,2,2,2,2,2,-3,100,358
1357,1,1,3,1,1,3,0,0,-4,-4,2,10,1982,1,7,1,1,2,2,2,2,10,4,400,342
1358,2,1,3,1,1,3,0,0,-4,-4,2,8,1984,1,7,1,1,2,2,2,2,6,4,500,341
1359,0,3,3,3,3,-4,0,0,-4,100,1,5,1981,4,3,1,1,1,2,2,2,9,4,350,273
1360,0,1,3,2,1,-4,1,0,-4,85,1,7,1981,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
1361,1,2,2,1,1,1,0,0,-4,-4,1,11,1982,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1362,5,2,3,5,5,-4,1,1,-4,100,2,7,1980,2,3,1,1,4,2,2,2,7,-3,100,228
1363,2,2,3,4,2,-4,1,1,-4,40,1,3,1981,4,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
1364,3,2,1,5,2,-4,1,1,-4,20,1,12,1980,8,5,1,1,4,1,2,2,4,4,300,313
1365,1,2,3,1,1,5,0,0,-4,-4,1,7,1982,4,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
1366,9,1,3,4,2,-4,0,1,-4,95,1,3,1980,1,5,1,1,2,2,2,2,4,4,400,333
1367,3,2,1,1,1,2,0,0,-4,-4,1,2,1984,1,4,1,1,4,2,2,2,8,2,400,400
1368,0,2,1,2,1,2,0,0,-4,-4,2,12,1982,1,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
1369,0,2,1,1,1,-4,1,1,-4,100,2,9,1981,4,4,1,1,4,2,2,1,8,3,400,374
1370,2,2,2,3,1,2,0,0,-4,-4,2,3,1984,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1371,1,2,1,2,1,-4,0,0,-4,90,1,10,1981,1,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
1372,1,2,2,2,1,-4,0,0,-4,-4,2,8,1983,1,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
1373,0,2,3,2,2,5,0,1,-4,-4,1,8,1983,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1374,5,2,3,4,2,2,1,0,-4,-4,1,5,1982,3,7,1,1,4,1,-3,-3,8,-3,250,299
1375,3,2,1,1,1,2,0,0,-4,-4,2,12,1984,2,7,1,1,4,2,2,2,13,5,300,353
1376,5,2,3,4,3,-4,0,0,-4,90,1,4,1980,2,6,1,1,4,-4,-4,-4,-4,-4,-4,-4
1377,2,2,2,1,1,2,0,0,-4,-4,1,3,1984,1,4,1,1,4,2,-3,-3,11,5,350,327
1378,10,2,2,2,1,3,0,1,-4,-4,1,6,1983,4,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
1379,2,2,2,1,1,0,0,0,-4,-4,2,8,1984,4,4,1,1,4,1,-3,-3,11,5,350,330
1380,1,2,1,4,2,-4,0,0,-4,50,2,2,1980,1,5,1,1,4,2,2,2,11,5,400,204
1381,0,2,3,2,1,3,0,1,-4,-4,1,9,1983,4,2,1,1,4,-4,-4,-4,-4,-4,-4,-4
1382,3,2,3,3,1,3,1,1,-4,-4,1,4,1984,1,4,1,1,4,2,2,2,5,1,150,243
1383,10,2,1,2,1,2,1,1,-4,-4,1,12,1982,4,6,1,1,4,2,2,2,3,1,50,197
1384,4,2,1,3,1,6,1,1,-4,-4,2,10,1983,4,2,1,1,4,2,2,2,11,1,350,278
1385,9,2,3,1,1,4,1,1,-4,-4,2,9,1982,4,2,1,1,4,-4,-4,-4,-4,-4,-4,-4
1386,15,2,3,1,1,-4,0,0,3,50,2,9,1981,4,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
1387,-2,2,2,1,1,25,0,0,3,-4,2,9,1982,4,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
1388,1,2,2,1,1,2,0,0,3,-4,2,8,1984,4,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
1389,0,4,2,5,4,-4,1,0,-4,50,2,2,1980,4,5,2,1,4,-4,-4,-4,-4,-4,-4,-4
1390,1,1,2,1,1,10,1,0,3,-4,1,3,1982,9,5,1,1,4,2,2,1,8,-3,300,305
1391,3,2,2,2,3,-4,1,0,-4,50,2,7,1980,9,10,1,1,2,-4,-4,-4,-4,-4,-4,-4
1392,10,2,2,3,2,-4,0,0,-4,100,2,7,1980,1,10,1,1,2,-4,-4,-4,-4,-4,-4,-4
1393,-2,2,2,2,1,0,0,0,-4,-4,2,7,1984,1,10,1,1,2,2,1,2,7,-3,150,298
1394,5,2,2,1,1,2,0,0,-4,-4,1,2,1984,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
1395,1,1,2,2,-2,10,0,0,-4,-4,1,8,1983,1,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
1396,2,2,2,1,1,0,0,0,-4,-4,1,11,1984,1,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
1397,6,2,2,5,2,6,0,0,3,-4,1,4,1982,9,7,4,1,1,-4,-4,-4,-4,-4,-4,-4
1398,-4,2,3,2,5,-4,0,0,3,0,2,7,1980,2,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
1399,-2,3,3,1,1,1,0,0,-4,-4,2,10,1984,4,3,1,1,1,2,2,2,4,-3,300,309
1400,3,2,1,3,3,-4,0,0,-4,60,1,7,1980,2,8,1,1,1,2,2,2,4,-3,400,299
1401,2,2,1,2,1,5,0,1,-4,-4,1,7,1983,2,8,1,1,1,2,2,1,5,-3,300,287
1402,0,1,2,1,1,5,0,0,-4,-4,1,9,1983,4,3,1,1,4,2,2,1,10,5,350,359
1403,0,1,2,3,3,-4,0,0,-4,100,2,6,1981,4,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
1404,-2,2,1,1,1,1,0,0,-4,-4,1,6,1983,4,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
1405,4,1,3,4,4,1,0,1,-4,-4,1,3,1982,4,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
1406,0,1,3,1,1,2,0,0,-4,-4,1,11,1983,1,4,2,1,4,2,2,1,11,1,500,364
1407,0,2,2,1,1,2,0,0,-4,-4,1,11,1983,1,4,1,1,4,2,2,2,8,5,300,312
1408,20,2,3,4,4,-4,1,1,-4,85,1,3,1980,1,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
1409,4,2,3,2,2,2,1,1,-4,-4,1,2,1982,6,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
1410,15,2,1,4,5,-4,1,1,-4,99,2,5,1980,4,4,1,1,4,2,2,2,11,5,300,335
1411,0,2,3,4,4,-4,1,1,-4,100,2,5,1980,1,4,1,1,4,2,2,1,10,5,400,360
1412,1,2,3,1,1,3,0,0,-4,-4,2,6,1982,1,4,1,1,4,2,2,2,8,5,300,324
1413,1,2,2,1,1,2,0,1,-4,-4,2,8,1984,2,4,1,1,2,2,2,2,8,5,400,303
1414,4,2,3,4,2,1,1,1,-4,-4,2,7,1982,5,5,1,1,4,2,2,2,8,-3,450,311
1415,3,2,3,5,3,-4,1,1,-4,-4,2,10,1982,4,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
1416,0,2,3,2,3,1,1,1,3,-4,2,8,1982,10,5,1,1,4,1,2,2,7,2,400,342
1417,2,2,2,1,1,3,0,0,-4,-4,1,2,1983,1,4,1,2,4,2,2,2,6,-3,200,292
1418,2,3,2,3,1,2,0,0,-4,-4,1,11,1983,4,5,1,2,4,2,2,2,4,-3,200,306
1419,2,3,2,5,2,2,0,0,-4,-4,2,8,1982,4,3,1,0,4,2,2,1,8,2,200,297
1420,4,3,3,3,2,-4,0,0,-4,-4,2,8,1982,4,3,1,0,4,2,2,2,9,2,300,325
1421,2,1,3,2,1,0,0,0,-4,-4,1,6,1983,1,4,1,1,4,2,2,1,7,-3,400,358
1422,4,3,2,4,2,1,1,1,-4,-4,2,7,1982,4,2,2,1,1,2,2,2,4,2,300,284
1423,3,2,2,3,2,5,0,0,-4,-4,2,1,1983,1,4,1,1,1,2,2,2,4,4,400,293
1424,-2,1,3,5,5,5,-1,-1,-4,-4,2,7,1983,4,5,4,1,1,-4,-4,-4,-4,-4,-4,-4
1425,-2,2,2,5,4,-4,1,1,-4,100,1,3,1981,5,6,1,1,1,1,2,2,4,-3,300,249
1426,-2,2,2,4,4,6,-1,1,-4,-4,1,10,1982,8,6,1,1,1,2,2,2,4,-3,400,246
1427,2,2,2,1,1,-4,0,0,-4,-4,2,6,1984,5,6,1,1,1,-3,-3,-3,4,-3,150,216
1428,-4,4,1,5,-2,-4,1,1,3,0,2,3,1980,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
1429,2,2,3,2,4,-4,1,1,-4,100,2,3,1981,1,4,1,1,4,2,2,1,5,3,300,311
1430,2,2,3,1,1,1,0,1,-4,-4,2,12,1982,1,4,1,1,4,2,2,1,5,4,400,392
